;id_reference;type_reference;designation;programme;code_filiere;coeff_avion;magasin;livrable;constituant;famille_code_filiere;norm_mat_inge;norm_mat_fab;indice_manufacturing;avion_impacte_pp;priorite_pp;indice_client_pp;classe_piece_ref_pp;procedes_speciaux_ind;cms_mat_pp;fournisseur_cmde;supplier_cmde;rang_appro;type_cycle;quantite_commande;cycle_negocie;quantite_receptionnee;etat_reference;etat_reference.1;supplier_achat;fournisseur_achat;indice_client.1;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle.1;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;lag_time;date_reception_OMP_new;date_besoin_client_new;date_transmission_proc_new;date_emission_commande_new;date_livraison_contractuelle_new;date_livraison_previsionnelle_S_new;date_reception_effective_new;date_livraison_contractuelle_initiale_new;date_liberation_new;date_affectation_new
10;15048;PE;SHEAR PANEL ASSY;programme_2;code_filiere_16;1.0;magasin_13;False;False;famille_code_filiere_4;AMS-QQ-A-250/12;AMS-QQ-A-250/12;A.5;P2_MSN1;P0;C;2.0;-;B0QQA25012I0-01;fournisseur_12;supplier_12;1;Speedshop;5;45.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;C00;False;False;5.0;Speedshop;35.0;35.0;0.060114281;0.00824873;70.0;70.0;0.060114281;0.003553717;devise_2;-143;1387497600000000000;1387756800000000000;1400630400000000000;1399334400000000000;1400630400000000000;1400803200000000000;1399939200000000000;1392595200000000000;1400112000000000000;1388102400000000000
11;15051;PE;ANGLE;programme_2;code_filiere_10;2.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;B.2;P2_MSN1;P0;C;2.0;-;B0QQA2504A0-03;fournisseur_9;supplier_9;1;Standard;6;35.0;6;Stock Available;Stock disponible;supplier_9;fournisseur_9;C00;False;False;6.0;Standard;25.0;25.0;0.007010817;0.001861097;50.0;50.0;0.004673878;0.001240782;devise_2;-155;1400716800000000000;1401235200000000000;1402358400000000000;1410998400000000000;1415145600000000000;1414454400000000000;1414368000000000000;1415145600000000000;1414627200000000000;1410912000000000000
12;15052;PE;ANGLE;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;B.2;P2_MSN1;P0;C;2.0;-;B0QQA2504A0-03;fournisseur_9;supplier_9;1;Standard;3;35.0;3;Stock Available;Stock disponible;supplier_9;fournisseur_9;C00;False;False;3.0;Standard;25.0;25.0;0.007010817;0.003506767;50.0;50.0;0.004673878;0.002337845;devise_2;-155;1400716800000000000;1401235200000000000;1402358400000000000;1410998400000000000;1415145600000000000;1414454400000000000;1414368000000000000;1415145600000000000;1414627200000000000;1410912000000000000
13;15056;PE;DOUBLER, OUTFLOW VALVE, EXTERNAL;programme_2;code_filiere_20;1.0;magasin_14;True;False;famille_code_filiere_4;BAMS516-024;BAMS516-024;B.3;P2_Test2;P0;C;2.0;-;B0BAMS516024P2-03;fournisseur_2;supplier_2;1;Speedshop;4;25.0;4;Stock Available;Stock disponible;supplier_2;fournisseur_2;C00;False;False;4.0;Speedshop;25.0;20.0;0.004076056;0.040691118;50.0;40.0;0.004076056;0.031402239;devise_2;-154;1408579200000000000;1409529600000000000;1413936000000000000;1416355200000000000;1417046400000000000;1421366400000000000;1422489600000000000;1417046400000000000;1422835200000000000;1414022400000000000
14;15069;PE;FRAME SPLICE;programme_2;code_filiere_14;2.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;A3;P2_MSN1;P0;B;2.0;144-005;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Standard;5;61.0;5;Stock Available;Stock disponible;supplier_12;fournisseur_12;B00;False;False;10.0;Standard;35.0;35.0;0.056626988;0.008178531;70.0;70.0;0.056626988;0.003483518;devise_2;-69;1387843200000000000;1394496000000000000;1389312000000000000;1395187200000000000;1397088000000000000;1400803200000000000;1400112000000000000;1397088000000000000;1400457600000000000;1389744000000000000
15;15071;PE;FRAME SPLICE;programme_2;code_filiere_14;1.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;B.2;P2_MSN1;P0;B;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Standard;5;61.0;4;Stock Available;Stock disponible;supplier_12;fournisseur_12;B00;False;False;5.0;Standard;35.0;35.0;0.056626988;0.008135506;70.0;70.0;0.056626988;0.003440493;devise_2;-145;1389571200000000000;1387670400000000000;1389571200000000000;1394755200000000000;1398211200000000000;1401408000000000000;1400112000000000000;1395878400000000000;1400198400000000000;1388448000000000000
16;15073;PE;BUSHING, UPLOCK;programme_2;code_filiere_22;4.0;magasin_14;False;False;famille_code_filiere_2;AMS4640;AMS4640;A.4;P2_MSN1;P0;B;2.0;-;;fournisseur_9;supplier_9;1;Speedshop;5;20.0;5;Stock Available;Stock disponible;supplier_15;fournisseur_15;B00;True;False;40.0;Standard;50.0;55.0;0.032846974;0.000966732;100.0;110.0;0.021050566;0.000589889;devise_2;-134;1387756800000000000;1387670400000000000;1391472000000000000;1394064000000000000;1397088000000000000;1397088000000000000;1398988800000000000;1395619200000000000;1399248000000000000;1478563200000000000
17;15073;PE;BUSHING, UPLOCK;programme_2;code_filiere_22;4.0;magasin_14;False;False;famille_code_filiere_2;AMS4640;AMS4640;A.4;P2_MSN1;P0;B;2.0;-;;fournisseur_15;supplier_15;1;Speedshop;40;50.0;1;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;devise_2;-1187;1387756800000000000;1387670400000000000;1391472000000000000;1479254400000000000;1484697600000000000;1490572800000000000;1490227200000000000;1484697600000000000;1490227200000000000;1392940800000000000
18;15073;PE;BUSHING, UPLOCK;programme_2;code_filiere_22;4.0;magasin_14;False;False;famille_code_filiere_2;AMS4640;AMS4640;A.4;P2_MSN1;P0;B;2.0;-;;fournisseur_9;supplier_9;1;Speedshop;5;20.0;5;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;devise_2;-134;1387756800000000000;1387670400000000000;1391472000000000000;1394064000000000000;1397088000000000000;1397088000000000000;1398988800000000000;1395619200000000000;1399248000000000000;1392940800000000000
19;15073;PE;BUSHING, UPLOCK;programme_2;code_filiere_22;4.0;magasin_14;False;False;famille_code_filiere_2;AMS4640;AMS4640;A.4;P2_MSN1;P0;B;2.0;-;;fournisseur_15;supplier_15;1;Speedshop;40;50.0;1;Stock Available;Stock disponible;supplier_15;fournisseur_15;B00;True;False;40.0;Standard;50.0;55.0;0.032846974;0.000966732;100.0;110.0;0.021050566;0.000589889;devise_2;-1187;1387756800000000000;1387670400000000000;1391472000000000000;1479254400000000000;1484697600000000000;1490572800000000000;1490227200000000000;1484697600000000000;1490227200000000000;1478563200000000000
20;15073;PE;BUSHING, UPLOCK;programme_2;code_filiere_22;4.0;magasin_14;False;False;famille_code_filiere_2;AMS4640;AMS4640;A.4;P2_MSN1;P0;B;2.0;-;;fournisseur_15;supplier_15;2;Standard;39;50.0;39;Stock Available;Stock disponible;supplier_9;fournisseur_9;A00;False;False;5.0;Speedshop;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;devise_2;-1200;1387756800000000000;1387670400000000000;1391472000000000000;1479254400000000000;1484697600000000000;1491177600000000000;1491350400000000000;1484697600000000000;1491350400000000000;1392940800000000000
21;15074;PE;FRAME FS379 22, FWD LOWER PANEL;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.4;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;1;Speedshop;5;42.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;devise_2;-167;1396224000000000000;1386720000000000000;1396224000000000000;1400112000000000000;1401840000000000000;1400457600000000000;1400544000000000000;1401840000000000000;1401148800000000000;-9223372036854775808
22;15074;PE;FRAME FS379 22, FWD LOWER PANEL;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.4;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;2;Speedshop;4;42.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;devise_2;-238;1396224000000000000;1386720000000000000;1396224000000000000;1401062400000000000;1404086400000000000;1406505600000000000;1406592000000000000;1401840000000000000;1407283200000000000;-9223372036854775808
23;15074;PE;FRAME FS379 22, FWD LOWER PANEL;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.4;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;3;Speedshop;3;42.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;devise_2;-281;1396224000000000000;1386720000000000000;1396224000000000000;1403654400000000000;1409788800000000000;1411084800000000000;1410998400000000000;1401840000000000000;1410998400000000000;-9223372036854775808
24;15075;PE;FRAME FS379 22, FWD LOWER PANEL;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;D.4;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;3;Speedshop;3;42.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;A00;False;False;5.0;Speedshop;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;devise_2;-303;1396224000000000000;1386720000000000000;1396224000000000000;1403654400000000000;1409788800000000000;1412899200000000000;1412899200000000000;1401840000000000000;1412899200000000000;-9223372036854775808
25;15080;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;D.1;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;4;Speedshop;3;53.0;3;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-219;1383782400000000000;1392595200000000000;1396569600000000000;1403568000000000000;1409788800000000000;1411084800000000000;1411430400000000000;1403481600000000000;1411516800000000000;1388620800000000000
26;15080;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;D.1;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;1;Speedshop;6;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-92;1383782400000000000;1392595200000000000;1396569600000000000;1400025600000000000;1403481600000000000;1400198400000000000;1400112000000000000;1403481600000000000;1400544000000000000;1388620800000000000
27;15080;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;D.1;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;3;Speedshop;4;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-203;1383782400000000000;1392595200000000000;1396569600000000000;1403568000000000000;1409788800000000000;1410998400000000000;1410134400000000000;1403481600000000000;1410134400000000000;1388620800000000000
28;15080;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;D.1;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;2;Speedshop;5;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-144;1383782400000000000;1392595200000000000;1396569600000000000;1401062400000000000;1404086400000000000;1404777600000000000;1404691200000000000;1403481600000000000;1405036800000000000;1388620800000000000
29;15081;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;3;Speedshop;4;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-203;1383782400000000000;1392595200000000000;1396569600000000000;1403568000000000000;1409788800000000000;1410998400000000000;1410134400000000000;1403481600000000000;1410134400000000000;1388620800000000000
30;15081;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;1;Speedshop;6;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-92;1383782400000000000;1392595200000000000;1396569600000000000;1400025600000000000;1403481600000000000;1400198400000000000;1400112000000000000;1403481600000000000;1400544000000000000;1388620800000000000
31;15081;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;4;Speedshop;3;53.0;1;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-235;1383782400000000000;1392595200000000000;1396569600000000000;1403568000000000000;1409788800000000000;1412899200000000000;1412899200000000000;1403481600000000000;1412899200000000000;1388620800000000000
32;15081;PE;FRAME FS379 38 58, FWD LWR PANEL, LAT;programme_2;code_filiere_2;1.0;magasin_14;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;C.3;P2_MSN1;P0;B;2.0;-;B0QQA2504A0-02;fournisseur_11;supplier_11;5;Speedshop;2;53.0;2;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;6.0;Speedshop;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;devise_2;-273;1383782400000000000;1392595200000000000;1396569600000000000;1403568000000000000;1414713600000000000;1415318400000000000;1415836800000000000;1403481600000000000;1416182400000000000;1388620800000000000
33;15082;PE;FRAME FS401 TO FS417;programme_2;code_filiere_6;2.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;B.4;P2_MSN1;P0;B;2.0;-;B0BAMS516003K4-02;fournisseur_12;supplier_12;1;Speedshop;1;55.0;1;Stock Available;Stock disponible;supplier_12;fournisseur_12;B00;False;False;6.0;Speedshop;55.0;30.0;0.084540425;0.054088392;110.0;60.0;0.084540425;0.011803051;devise_2;-236;1396396800000000000;1386806400000000000;1396396800000000000;1401148800000000000;1404259200000000000;1406851200000000000;1406764800000000000;1404259200000000000;1407196800000000000;1400457600000000000
34;15084;PE;ANGLE;programme_2;code_filiere_10;11.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A.3;P2_MSN1;P0;B;2.0;144-005;B0QQA2504A0-03;fournisseur_11;supplier_11;1;Speedshop;55;36.0;13;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;devise_2;-84;1387238400000000000;1391472000000000000;1387411200000000000;1397174400000000000;1397779200000000000;1398643200000000000;1398643200000000000;1393200000000000000;1398729600000000000;1388707200000000000
35;15084;PE;ANGLE;programme_2;code_filiere_10;11.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A.3;P2_MSN1;P0;B;2.0;144-005;B0QQA2504A0-03;fournisseur_11;supplier_11;2;Speedshop;42;36.0;42;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;devise_2;-87;1387238400000000000;1391472000000000000;1387411200000000000;1397174400000000000;1397779200000000000;1398643200000000000;1398988800000000000;1393200000000000000;1398988800000000000;1388707200000000000
36;15085;PE;ANGLE;programme_2;code_filiere_10;11.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A.3;P2_MSN1;P0;B;2.0;144-005;B0QQA2504A0-03;fournisseur_11;supplier_11;1;Speedshop;55;36.0;13;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;devise_2;-84;1387238400000000000;1391472000000000000;1387411200000000000;1397174400000000000;1396569600000000000;1398643200000000000;1398643200000000000;1393200000000000000;1398729600000000000;1388707200000000000
37;15085;PE;ANGLE;programme_2;code_filiere_10;11.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A.3;P2_MSN1;P0;B;2.0;144-005;B0QQA2504A0-03;fournisseur_11;supplier_11;2;Speedshop;42;36.0;42;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;devise_2;-90;1387238400000000000;1391472000000000000;1387411200000000000;1397174400000000000;1396569600000000000;1398643200000000000;1398988800000000000;1393200000000000000;1399248000000000000;1388707200000000000
38;15086;PE;FRAME DOUBLER, STGR 18 FS 833;programme_2;code_filiere_10;1.0;magasin_13;False;False;famille_code_filiere_1;AMS-QQ-A-250/4;AMS-QQ-A-250/4;A.3;P2_MSN1;P0;B;2.0;144-005;B0QQA2504A0-02;fournisseur_11;supplier_11;1;Speedshop;5;36.0;5;Stock Available;Stock disponible;supplier_11;fournisseur_11;B00;False;False;5.0;Speedshop;36.0;38.9047501237;0.019180109;0.001487308;72.0;77.8095002474;0.012786739;0.000743654;devise_2;-98;1387411200000000000;1390262400000000000;1387497600000000000;1397174400000000000;1397001600000000000;1398816000000000000;1398643200000000000;1393200000000000000;1398729600000000000;1388707200000000000
39;15088;PE;FRAME FS813+36,AFT UPPER PANEL, SHEET M;programme_2;code_filiere_6;2.0;magasin_14;False;False;famille_code_filiere_4;BAMS516-003;BAMS516-003;E5;P2_MSN1;P0;B;2.0;-;B0BAMS516003K4-07;fournisseur_20;supplier_20;2;Speedshop;4;48.1282840237;1;Stock Available;Stock disponible;supplier_9;fournisseur_9;B00;False;False;4.0;Speedshop;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;devise_2;-176;1383868800000000000;1387238400000000000;1396915200000000000;1399593600000000000;1401753600000000000;1401408000000000000;1401408000000000000;1401753600000000000;1402444800000000000;1397001600000000000
