;id_reference;type_reference;designation;programme;code_filiere;coeff_avion;magasin;livrable;constituant;famille_code_filiere;norm_mat_inge;norm_mat_fab;indice_manufacturing;avion_impacte_pp;priorite_pp;indice_client_pp;classe_piece_ref_pp;procedes_speciaux_ind;cms_mat_pp;fournisseur_cmde;supplier_cmde;rang_appro;type_cycle;quantite_commande;cycle_negocie;quantite_receptionnee;etat_reference;etat_reference.1;supplier_achat;fournisseur_achat;indice_client.1;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle.1;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;lag_time;date_reception_OMP_new;date_besoin_client_new;date_transmission_proc_new;date_emission_commande_new;date_livraison_contractuelle_new;date_livraison_previsionnelle_S_new;date_reception_effective_new;date_livraison_contractuelle_initiale_new;date_liberation_new;date_affectation_new
10;15048;0;1082;2;7;1.0;4;False;False;4;19;19;15;2;1;6;2.0;1;74;2;2;1;1;5;45.0;5;4;4;3;3;7;0;0;5.0;1;35.0;35.0;0.060114281;0.00824873;70.0;70.0;0.060114281;0.003553717;2;-143;30;14;111;52;75;59;58;31;45;19
11;15051;0;12;2;1;2.0;4;False;False;1;21;21;34;2;1;6;2.0;1;103;21;21;1;2;6;35.0;6;4;4;24;24;7;0;0;6.0;2;25.0;25.0;0.007010817;0.001861097;50.0;50.0;0.004673878;0.001240782;2;-155;105;78;124;119;180;172;185;173;169;133
12;15052;0;12;2;1;1.0;4;False;False;1;21;21;34;2;1;6;2.0;1;103;21;21;1;2;3;35.0;3;4;4;24;24;7;0;0;3.0;2;25.0;25.0;0.007010817;0.003506767;50.0;50.0;0.004673878;0.002337845;2;-155;105;78;124;119;180;172;185;173;169;133
13;15056;0;465;2;11;1.0;5;True;False;4;49;49;35;12;1;6;2.0;1;72;10;10;1;1;4;25.0;4;4;4;11;11;7;0;0;4.0;1;25.0;20.0;0.004076056;0.040691118;50.0;40.0;0.004076056;0.031402239;2;-154;149;111;204;145;196;216;240;182;216;147
14;15069;0;711;2;5;2.0;5;False;False;4;47;47;25;2;1;3;2.0;2;38;2;2;1;2;5;61.0;5;4;4;3;3;5;0;0;10.0;2;35.0;35.0;0.056626988;0.008178531;70.0;70.0;0.056626988;0.003483518;2;-69;32;42;38;33;49;59;60;63;47;25
15;15071;0;711;2;5;1.0;5;False;False;4;47;47;34;2;1;3;2.0;1;38;2;2;1;2;5;61.0;4;4;4;3;3;5;0;0;5.0;2;35.0;35.0;0.056626988;0.008135506;70.0;70.0;0.056626988;0.003440493;2;-145;37;13;39;30;58;65;60;54;46;20
16;15073;0;267;2;13;4.0;5;False;False;2;24;24;14;2;1;3;2.0;1;0;21;21;1;1;5;20.0;5;4;4;6;6;5;2;0;40.0;2;50.0;55.0;0.032846974;0.000966732;100.0;110.0;0.021050566;0.000589889;2;-134;31;13;50;26;49;31;51;51;38;337
17;15073;0;267;2;13;4.0;5;False;False;2;24;24;14;2;1;3;2.0;1;0;5;5;1;1;40;50.0;1;4;4;24;24;2;0;0;5.0;1;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;2;-1187;31;13;50;331;456;517;551;421;542;40
18;15073;0;267;2;13;4.0;5;False;False;2;24;24;14;2;1;3;2.0;1;0;21;21;1;1;5;20.0;5;4;4;24;24;2;0;0;5.0;1;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;2;-134;31;13;50;26;49;31;51;51;38;40
19;15073;0;267;2;13;4.0;5;False;False;2;24;24;14;2;1;3;2.0;1;0;5;5;1;1;40;50.0;1;4;4;6;6;5;2;0;40.0;2;50.0;55.0;0.032846974;0.000966732;100.0;110.0;0.021050566;0.000589889;2;-1187;31;13;50;331;456;517;551;421;542;337
20;15073;0;267;2;13;4.0;5;False;False;2;24;24;14;2;1;3;2.0;1;0;5;5;2;2;39;50.0;39;4;4;24;24;2;0;0;5.0;1;20.0;38.9047501237;0.0048573;0.007255125;40.0;77.8095002474;0.0405427079029;0.004836769;2;-1200;31;13;50;331;456;521;561;421;552;40
21;15074;0;665;2;10;1.0;5;False;False;1;21;21;46;2;1;3;2.0;1;102;1;1;1;1;5;42.0;1;4;4;2;2;2;0;0;5.0;1;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;2;-167;77;7;83;58;82;55;63;93;54;0
22;15074;0;665;2;10;1.0;5;False;False;1;21;21;46;2;1;3;2.0;1;102;1;1;2;1;4;42.0;1;4;4;2;2;2;0;0;5.0;1;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;2;-238;77;7;83;63;99;108;119;93;106;0
23;15074;0;665;2;10;1.0;5;False;False;1;21;21;46;2;1;3;2.0;1;102;1;1;3;1;3;42.0;1;4;4;2;2;2;0;0;5.0;1;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;2;-281;77;7;83;81;141;145;156;93;137;0
24;15075;0;665;2;10;1.0;5;False;False;1;21;21;57;2;1;3;2.0;1;102;1;1;3;1;3;42.0;1;4;4;2;2;2;0;0;5.0;1;42.0;42.0;0.256066908;0.01000853;84.0;84.0;0.170711272;0.005400171;2;-303;77;7;83;81;141;160;174;93;154;0
25;15080;0;667;2;10;1.0;5;False;False;1;21;21;54;2;1;3;2.0;1;102;1;1;4;1;3;53.0;3;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-219;9;35;87;80;141;145;160;103;142;21
26;15080;0;667;2;10;1.0;5;False;False;1;21;21;54;2;1;3;2.0;1;102;1;1;1;1;6;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-92;9;35;87;57;94;54;60;103;48;21
27;15080;0;667;2;10;1.0;5;False;False;1;21;21;54;2;1;3;2.0;1;102;1;1;3;1;4;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-203;9;35;87;80;141;144;148;103;129;21
28;15080;0;667;2;10;1.0;5;False;False;1;21;21;54;2;1;3;2.0;1;102;1;1;2;1;5;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-144;9;35;87;63;99;95;101;103;88;21
29;15081;0;667;2;10;1.0;5;False;False;1;21;21;45;2;1;3;2.0;1;102;1;1;3;1;4;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-203;9;35;87;80;141;144;148;103;129;21
30;15081;0;667;2;10;1.0;5;False;False;1;21;21;45;2;1;3;2.0;1;102;1;1;1;1;6;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-92;9;35;87;57;94;54;60;103;48;21
31;15081;0;667;2;10;1.0;5;False;False;1;21;21;45;2;1;3;2.0;1;102;1;1;4;1;3;53.0;1;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-235;9;35;87;80;141;160;174;103;154;21
32;15081;0;667;2;10;1.0;5;False;False;1;21;21;45;2;1;3;2.0;1;102;1;1;5;1;2;53.0;2;4;4;2;2;5;0;0;6.0;1;53.0;53.0;0.256066908;0.010584914;106.0;106.0;0.170711272;0.005688967;2;-273;9;35;87;80;177;180;199;103;180;21
33;15082;0;676;2;26;2.0;5;False;False;4;47;47;36;2;1;3;2.0;1;38;2;2;1;1;1;55.0;1;4;4;3;3;5;0;0;6.0;1;55.0;30.0;0.084540425;0.054088392;110.0;60.0;0.084540425;0.011803051;2;-236;79;8;85;64;101;112;121;109;105;80
34;15084;0;12;2;1;11.0;4;False;False;1;21;21;13;2;1;3;2.0;2;103;1;1;1;1;55;36.0;13;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;2;-84;27;33;30;42;55;42;48;35;35;22
35;15084;0;12;2;1;11.0;4;False;False;1;21;21;13;2;1;3;2.0;2;103;1;1;2;1;42;36.0;42;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;2;-87;27;33;30;42;55;42;51;35;37;22
36;15085;0;12;2;1;11.0;4;False;False;1;21;21;13;2;1;3;2.0;2;103;1;1;1;1;55;36.0;13;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;2;-84;27;33;30;42;45;42;48;35;35;22
37;15085;0;12;2;1;11.0;4;False;False;1;21;21;13;2;1;3;2.0;2;103;1;1;2;1;42;36.0;42;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.000814305;72.0;77.8095002474;0.012786739;0.000407153;2;-90;27;33;30;42;45;42;51;35;38;22
38;15086;0;664;2;1;1.0;4;False;False;1;21;21;13;2;1;3;2.0;2;102;1;1;1;1;5;36.0;5;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.001487308;72.0;77.8095002474;0.012786739;0.000743654;2;-98;29;28;31;42;48;44;48;35;35;22
39;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;11;11;2;1;4;48.1282840237;1;4;4;24;24;5;0;0;4.0;1;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;2;-176;10;12;89;54;81;65;72;92;65;60
40;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;11;11;2;1;4;48.1282840237;1;4;4;12;12;5;0;0;4.0;1;30.0;30.0;0.126165261;0.018536847;60.0;60.0;0.126165261;0.018536847;2;-176;10;12;89;54;81;65;72;92;65;65
41;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;21;21;2;1;2;40.0;2;4;4;24;24;5;0;0;4.0;1;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;2;-301;10;12;89;57;162;165;176;94;157;60
42;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;11;11;1;1;4;48.1282840237;3;4;4;12;12;5;0;0;4.0;1;30.0;30.0;0.126165261;0.018536847;60.0;60.0;0.126165261;0.018536847;2;-167;10;12;89;54;81;63;72;92;58;65
43;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;11;11;1;1;4;48.1282840237;3;4;4;24;24;5;0;0;4.0;1;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;2;-167;10;12;89;54;81;63;72;92;58;60
44;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;21;21;1;1;4;40.0;2;4;4;12;12;5;0;0;4.0;1;30.0;30.0;0.126165261;0.018536847;60.0;60.0;0.126165261;0.018536847;2;-182;10;12;89;57;83;78;85;94;70;65
45;15088;0;705;2;26;2.0;5;False;False;4;47;47;64;2;1;3;2.0;1;43;21;21;1;1;4;40.0;2;4;4;24;24;5;0;0;4.0;1;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;2;-182;10;12;89;57;83;78;85;94;70;60
46;15089;0;687;2;26;1.0;5;False;False;4;47;47;69;2;1;3;2.0;2;44;21;21;1;1;2;40.0;2;4;4;24;24;5;0;0;2.0;1;40.0;40.0;0.030193009;0.074459583;80.0;80.0;0.024154407;0.051241914;2;-187;12;9;89;56;83;78;85;94;71;60
47;15090;0;693;2;26;1.0;5;False;False;4;47;47;63;2;1;3;2.0;1;43;21;21;1;1;2;40.0;2;4;4;24;24;5;0;0;2.0;1;40.0;40.0;0.030193009;0.068763068;80.0;80.0;0.024154407;0.049931688;2;-170;10;12;89;56;74;63;76;94;61;60
48;15092;0;696;2;26;1.0;5;False;False;4;47;47;62;2;1;3;2.0;1;43;21;21;1;1;2;40.0;2;4;4;24;24;5;0;0;2.0;1;40.0;40.0;0.030193009;0.074897532;80.0;80.0;0.024154407;0.049931688;2;-176;10;12;89;56;74;68;76;94;65;60
49;15099;0;1286;2;9;1.0;5;False;False;3;33;16;25;2;1;3;2.0;2;20;2;2;1;2;2;36.0;2;4;4;3;3;5;0;0;2.0;2;36.0;36.0;0.019670745;0.004386204;72.0;72.0;0.019670745;0.004386138;2;-52;19;42;20;20;23;27;32;19;37;11
50;15100;0;1286;2;9;1.0;5;False;False;3;33;16;26;2;1;3;2.0;2;20;2;2;1;2;2;36.0;2;4;4;3;3;5;0;0;2.0;2;36.0;36.0;0.019670745;0.004386204;72.0;72.0;0.019670745;0.004386138;2;-36;19;42;20;20;23;27;37;19;26;11
51;15107;0;609;2;7;1.0;4;False;False;4;19;19;26;2;1;3;2.0;2;87;2;2;2;1;1;35.0;4;4;4;3;3;5;0;0;5.0;1;35.0;35.0;0.060114281;0.008189703;70.0;70.0;0.060114281;0.00349469;2;-115;31;28;34;30;53;50;58;33;46;20
52;15107;0;609;2;7;1.0;4;False;False;4;19;19;26;2;1;3;2.0;2;87;2;2;1;1;5;35.0;4;4;4;3;3;5;0;0;5.0;1;35.0;35.0;0.060114281;0.008189703;70.0;70.0;0.060114281;0.00349469;2;-115;31;28;34;30;53;50;58;33;46;20
53;15111;0;12;2;1;2.0;4;False;False;1;21;21;25;2;1;3;2.0;2;103;1;1;1;1;10;36.0;10;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.001012372;72.0;77.8095002474;0.012786739;0.000506186;2;-121;33;28;34;42;45;57;64;35;50;22
54;15112;0;12;2;1;2.0;4;False;False;1;21;21;25;2;1;3;2.0;2;103;1;1;1;1;10;36.0;10;4;4;2;2;5;0;0;5.0;1;36.0;38.9047501237;0.019180109;0.001012372;72.0;77.8095002474;0.012786739;0.000506186;2;-105;33;28;34;42;45;42;53;35;39;22
55;15116;0;12;2;1;1.0;4;False;False;1;21;21;33;2;1;3;2.0;1;103;1;1;1;2;5;43.0;5;4;4;2;2;2;0;0;5.0;2;36.0;36.0;0.019180109;0.001315811;72.0;72.0;0.012786739;0.000657906;2;12;46;73;50;41;55;42;53;62;40;34
56;15117;0;12;2;1;1.0;4;False;False;1;21;21;13;2;1;3;2.0;1;103;1;1;1;2;5;43.0;5;4;4;2;2;5;0;0;5.0;2;36.0;36.0;0.019180109;0.00123746;72.0;72.0;0.012786739;0.000618806;2;-12;47;54;53;42;55;42;48;63;36;36
57;15118;0;12;2;1;1.0;4;False;False;1;21;21;13;2;1;3;2.0;1;103;1;1;1;2;5;43.0;5;4;4;2;2;5;0;0;5.0;2;36.0;36.0;0.019180109;0.00123746;72.0;72.0;0.012786739;0.000618806;2;-17;47;54;53;42;55;42;51;63;38;36
58;15119;0;12;2;26;1.0;4;False;False;4;19;19;14;2;1;3;2.0;1;98;8;8;1;2;2;30.0;2;4;4;9;9;5;0;0;2.0;1;45.0;45.0;0.116095138;0.03298556;90.0;90.0;0.116095138;0.03298556;2;-83;48;43;53;16;68;50;59;53;61;36
59;15120;0;1062;2;5;1.0;4;False;False;4;47;47;15;2;1;3;2.0;1;38;21;21;1;1;5;25.0;2;4;4;24;24;5;0;0;5.0;1;25.0;25.0;0.020421042;0.025662397;50.0;50.0;0.013614028;0.017108265;2;-38;54;48;60;34;53;55;57;61;45;43
60;15121;0;1063;2;5;1.0;4;False;False;4;47;47;14;2;1;3;2.0;1;38;21;21;1;1;5;25.0;2;4;4;24;24;5;0;0;5.0;1;25.0;25.0;0.020421042;0.025662397;50.0;50.0;0.013614028;0.017108265;2;-38;54;48;60;34;53;55;57;61;45;43
61;15121;0;1063;2;5;1.0;4;False;False;4;47;47;14;2;1;3;2.0;1;38;21;21;2;1;5;25.0;3;4;4;24;24;5;0;0;5.0;1;25.0;25.0;0.020421042;0.025662397;50.0;50.0;0.013614028;0.017108265;2;-44;54;48;60;34;53;44;64;61;49;43
62;15122;0;1172;2;5;1.0;5;False;False;4;47;47;34;2;1;3;2.0;6;38;21;21;1;1;6;30.0;6;4;4;24;24;5;0;0;6.0;1;30.0;30.0;0.03357923;0.025938512;60.0;60.0;0.022386153;0.017292291;2;-9;54;77;83;56;85;61;75;88;61;63
63;15123;0;453;2;1;1.0;4;False;False;1;22;22;35;2;2;3;2.0;1;128;1;1;1;1;5;36.0;5;4;4;2;2;2;0;0;5.0;1;36.0;36.0;0.021874835;0.010903499;72.0;72.0;0.014583223;0.006111114;2;-112;57;43;61;68;68;90;98;71;83;42
64;15124;0;938;2;1;4.0;4;False;False;1;22;22;40;2;1;3;2.0;2;120;1;1;1;1;10;36.0;10;4;4;2;2;2;0;0;10.0;2;200.93254717;38.9047501237;0.019180109;0.000741238;401.86509434;77.8095002474;0.012786739;0.000370619;2;-132;26;12;170;42;45;41;47;50;34;27
65;15124;0;938;2;1;4.0;4;False;False;1;22;22;40;2;1;3;2.0;2;120;1;1;2;2;8;28.0;8;4;4;2;2;2;0;0;10.0;2;200.93254717;38.9047501237;0.019180109;0.000741238;401.86509434;77.8095002474;0.012786739;0.000370619;2;-290;26;12;170;110;159;153;168;155;149;27
66;15125;0;938;2;1;2.0;4;False;False;1;22;22;41;2;1;3;2.0;2;120;1;1;1;1;10;36.0;10;4;4;2;2;2;0;0;10.0;2;200.93254717;38.9047501237;0.019180109;0.000741238;401.86509434;77.8095002474;0.012786739;0.000370619;2;-132;26;12;29;42;45;41;47;50;34;27
67;15127;0;680;2;26;1.0;5;False;False;4;47;47;16;2;1;3;2.0;6;38;8;8;1;2;2;35.0;2;4;4;9;9;5;0;0;2.0;1;35.0;35.0;0.025362127;0.016265578;70.0;70.0;0.025362127;0.016265578;2;-60;67;35;71;40;69;35;43;81;28;53
68;15128;0;453;2;1;1.0;4;False;False;1;22;22;14;2;2;3;2.0;6;131;1;1;2;1;1;19.0;1;4;4;2;2;5;0;0;5.0;1;19.0;19.0;0.021874835;0.010166439;38.0;38.0;0.014583223;0.00525615;2;-161;68;48;73;67;145;140;151;69;134;52
69;15128;0;453;2;1;1.0;4;False;False;1;22;22;14;2;2;3;2.0;6;131;1;1;1;1;5;19.0;4;4;4;2;2;5;0;0;5.0;1;19.0;19.0;0.021874835;0.010166439;38.0;38.0;0.014583223;0.00525615;2;-112;68;48;73;67;55;106;116;69;99;52
70;15131;0;628;2;26;1.0;5;False;False;4;47;47;29;2;1;3;2.0;2;38;2;2;1;1;2;25.0;2;4;4;3;3;5;0;0;2.0;1;25.0;30.0;0.128320287;0.070619334;50.0;60.0;0.128320287;0.028334025;2;-98;72;36;79;52;62;59;68;76;54;54
71;15138;0;680;2;26;1.0;5;False;False;4;47;47;34;2;1;3;2.0;6;38;8;8;1;2;2;35.0;2;4;4;9;9;5;0;0;2.0;1;35.0;35.0;0.025362127;0.016265578;70.0;70.0;0.025362127;0.016265578;2;-60;72;35;77;40;69;35;43;81;28;53
72;15139;0;128;2;7;11.0;4;False;False;4;19;19;44;2;2;1;2.0;1;89;2;2;1;2;11;61.0;11;4;4;3;3;5;0;0;55.0;2;35.0;45.0;0.060114281;0.007650618;70.0;90.0;0.060114281;0.002955594;2;-108;27;33;80;21;45;34;66;48;51;18
73;15139;0;128;2;7;11.0;4;False;False;4;19;19;44;2;2;1;2.0;1;89;2;2;3;2;44;61.0;36;4;4;3;3;5;0;0;55.0;2;35.0;45.0;0.060114281;0.007650618;70.0;90.0;0.060114281;0.002955594;2;-73;27;33;80;21;45;34;43;48;28;18
74;15139;0;128;2;7;11.0;4;False;False;4;19;19;44;2;2;1;2.0;1;89;2;2;4;2;8;61.0;8;4;4;3;3;5;0;0;55.0;2;35.0;45.0;0.060114281;0.007650618;70.0;90.0;0.060114281;0.002955594;2;-126;27;33;80;21;82;67;76;0;64;18
75;15139;0;128;2;7;11.0;4;False;False;4;19;19;44;2;2;1;2.0;1;89;2;2;2;2;8;61.0;3;4;4;3;3;5;0;0;55.0;2;35.0;45.0;0.060114281;0.007650618;70.0;90.0;0.060114281;0.002955594;2;-73;27;33;80;21;45;34;43;0;28;18
76;15140;0;128;2;7;11.0;4;False;False;4;19;19;34;2;2;3;2.0;1;89;2;2;1;2;5;61.0;6;4;4;3;3;5;0;0;55.0;2;35.0;45.0;0.060114281;0.007650618;70.0;90.0;0.060114281;0.002955594;2;-126;27;33;80;21;45;34;46;48;64;18
77;15141;0;128;2;7;3.0;4;False;False;4;19;19;27;2;1;3;2.0;2;89;2;2;1;1;15;35.0;5;4;4;3;3;5;0;0;15.0;1;35.0;45.0;0.060114281;0.00760426;70.0;90.0;0.060114281;0.002909247;2;-15;73;73;80;52;71;70;75;86;59;55
78;15142;0;128;2;7;3.0;4;False;False;4;19;19;26;2;1;3;2.0;2;89;2;2;1;1;15;35.0;5;4;4;3;3;5;0;0;15.0;1;35.0;45.0;0.060114281;0.00760426;70.0;90.0;0.060114281;0.002909247;2;-15;73;73;80;52;71;70;75;86;59;55
79;15144;0;1171;2;5;1.0;5;False;False;4;47;47;13;2;1;3;2.0;6;50;21;21;1;1;6;30.0;6;4;4;24;24;5;0;0;6.0;1;30.0;30.0;0.091894687;0.027954197;60.0;60.0;0.061263125;0.018636031;2;-9;75;77;81;57;85;61;75;89;61;66
80;15145;0;689;2;10;1.0;5;False;False;1;21;21;27;2;1;3;2.0;2;105;1;1;2;1;4;42.0;1;4;4;2;2;5;0;0;5.0;1;42.0;42.0;0.151063171;0.010469124;84.0;84.0;0.100708781;0.005649867;2;-148;75;35;84;63;99;90;103;93;90;0
81;15145;0;689;2;10;1.0;5;False;False;1;21;21;27;2;1;3;2.0;2;105;1;1;3;1;3;42.0;1;4;4;2;2;5;0;0;5.0;1;42.0;42.0;0.151063171;0.010469124;84.0;84.0;0.100708781;0.005649867;2;-228;75;35;84;81;141;153;168;93;149;0
82;15145;0;689;2;10;1.0;5;False;False;1;21;21;27;2;1;3;2.0;2;105;1;1;1;1;5;42.0;1;4;4;2;2;5;0;0;5.0;1;42.0;42.0;0.151063171;0.010469124;84.0;84.0;0.100708781;0.005649867;2;-99;75;35;84;58;82;55;63;93;54;0
83;15145;0;689;2;10;1.0;5;False;False;1;21;21;27;2;1;3;2.0;2;105;1;1;5;1;2;42.0;1;4;4;2;2;5;0;0;5.0;1;42.0;42.0;0.151063171;0.010469124;84.0;84.0;0.100708781;0.005649867;2;-304;75;35;84;81;206;202;219;93;202;0
84;15145;0;689;2;10;1.0;5;False;False;1;21;21;27;2;1;3;2.0;2;105;1;1;4;1;2;42.0;1;4;4;2;2;5;0;0;5.0;1;42.0;42.0;0.151063171;0.010469124;84.0;84.0;0.100708781;0.005649867;2;-276;75;35;84;81;182;187;204;93;183;0
85;15146;0;469;2;5;1.0;5;False;False;4;47;47;14;2;2;3;2.0;6;38;21;21;1;2;5;40.0;5;4;4;24;24;5;0;0;5.0;2;25.0;25.0;0.021782444;0.013961942;50.0;50.0;0.01452163;0.009307901;2;-6;75;77;81;39;82;72;70;93;58;58
86;15147;0;469;2;5;1.0;5;False;False;4;47;47;14;2;2;3;2.0;6;38;21;21;1;2;5;40.0;5;4;4;24;24;5;0;0;5.0;2;25.0;25.0;0.021782444;0.013961942;50.0;50.0;0.01452163;0.009307901;2;-6;75;77;81;39;82;72;70;93;58;58
87;15148;0;1060;2;5;1.0;4;False;False;4;47;47;14;2;1;3;2.0;6;45;2;2;1;2;3;61.0;1;4;4;3;3;5;0;0;3.0;1;35.0;35.0;0.056626988;0.018500615;70.0;70.0;0.056626988;0.013805602;2;-75;77;58;85;72;122;94;101;128;85;74
